t,action,reward,cost0,cost1,cost2,gdp_pc,cohesion,internal_conflict_risk,shock_severity,shock_type,unemployment,inflation,debt_to_gdp,democracy,education,healthcare,inequality,polarization,state_capacity,systemic_stress
1,11,0.744087,0,0,0,0.853287,0.601952,0.248949,0,0,0.172934,0.1,0.86,0.75,0.7,0.75,0.4995,0.547068,0.650204,0.1
2,2,0.746126,0,0,0,0.856575,0.603917,0.247897,0,0,0.165803,0.1,0.861,0.75,0.703,0.75,0.49899,0.547126,0.650412,0.1
3,3,0.748615,0,0,0,0.862863,0.605879,0.246848,0,0,0.158545,0.1,0.863,0.75,0.703,0.75,0.500471,0.547182,0.650623,0.1
4,4,0.749757,0,0,0,0.864651,0.607851,0.245795,0,0,0.151252,0.1,0.86,0.75,0.703,0.75,0.498441,0.547224,0.650839,0.1
5,2,0.751801,0,0,0,0.867939,0.609837,0.24474,0,0,0.143894,0.1,0.861,0.75,0.706,0.75,0.497902,0.547257,0.651059,0.1
6,11,0.753397,0,0,0,0.871227,0.611827,0.243685,0,0,0.136469,0.1,0.861,0.75,0.706,0.75,0.497353,0.544281,0.651283,0.1
7,4,0.754545,0,0,0,0.873016,0.613827,0.242628,0,0,0.129009,0.1,0.858,0.75,0.706,0.75,0.495294,0.54429,0.65151,0.1
8,7,0.756144,0,0,0,0.876304,0.615832,0.241571,0,0,0.121483,0.1,0.86,0.75,0.706,0.75,0.494725,0.544291,0.651742,0.1
9,8,0.75549,0,0,0,0.875182,0.613191,0.240512,0.201715,1,0.113979,0.1,0.86,0.75,0.706,0.75,0.494169,0.544296,0.651968,0.1
10,5,0.75559,0,0,0,0.875939,0.611494,0.239453,0.151715,1,0.10646,0.1,0.862,0.75,0.706,0.75,0.493621,0.544304,0.656191,0.1
11,3,0.756735,0,0,0,0.879564,0.610722,0.238393,0.101715,1,0.098869,0.1,0.864,0.75,0.706,0.75,0.495078,0.544316,0.656413,0.1
12,1,0.757429,0,0,0,0.881067,0.610874,0.237332,0.051715,1,0.0912477,0.1,0.866,0.75,0.706,0.75,0.494533,0.544324,0.656634,0.1
