t,action,reward,cost0,cost1,cost2,gdp_pc,cohesion,internal_conflict_risk,shock_severity,shock_type,unemployment,inflation,debt_to_gdp,democracy,education,healthcare,inequality,polarization,state_capacity,systemic_stress
1,11,0.744087,0,0,0,0.853287,0.601952,0.248949,0,0,0.172934,0.1,0.86,0.75,0.7,0.75,0.4995,0.547068,0.650204,0.1
2,1,0.745675,0,0,0,0.856575,0.603908,0.247897,0,0,0.165803,0.1,0.862,0.75,0.7,0.75,0.49899,0.547126,0.650412,0.1
3,4,0.746815,0,0,0,0.858363,0.605874,0.246845,0,0,0.158635,0.1,0.859,0.75,0.7,0.75,0.496971,0.547171,0.650623,0.1
4,10,0.748406,0,0,0,0.861651,0.607844,0.245791,0,0,0.151402,0.1,0.859,0.75,0.7,0.75,0.496441,0.550208,0.650839,0.1
5,11,0.749998,0,0,0,0.864939,0.609819,0.244736,0,0,0.144104,0.1,0.859,0.75,0.7,0.75,0.495902,0.547234,0.651059,0.1
6,5,0.751893,0,0,0,0.86923,0.611799,0.243681,0,0,0.136719,0.1,0.861,0.75,0.7,0.75,0.495353,0.547252,0.655282,0.1
7,8,0.753488,0,0,0,0.872522,0.613782,0.242624,0,0,0.129269,0.1,0.861,0.75,0.7,0.75,0.494794,0.547261,0.65551,0.1
8,9,0.755085,0,0,0,0.875813,0.615771,0.241567,0,0,0.121752,0.1,0.861,0.75,0.7,0.75,0.494225,0.54726,0.655741,0.1
9,11,0.756683,0,0,0,0.879105,0.617764,0.240509,0,0,0.11417,0.1,0.861,0.75,0.7,0.75,0.493646,0.54425,0.655977,0.1
10,3,0.75918,0,0,0,0.885397,0.619755,0.239449,0,0,0.106462,0.1,0.863,0.75,0.7,0.75,0.495057,0.544237,0.656217,0.1
11,9,0.760779,0,0,0,0.888689,0.62175,0.238389,0,0,0.0986885,0.1,0.863,0.75,0.7,0.75,0.494459,0.544214,0.65646,0.1
12,4,0.76193,0,0,0,0.890482,0.623755,0.237328,0,0,0.0908789,0.1,0.86,0.75,0.7,0.75,0.49235,0.544177,0.656708,0.1
13,4,0.763083,0,0,0,0.892274,0.625771,0.236265,0,0,0.0830334,0.1,0.857,0.75,0.7,0.75,0.490231,0.544127,0.656959,0.1
14,3,0.765586,0,0,0,0.898567,0.627784,0.235202,0,0,0.0750621,0.1,0.859,0.75,0.7,0.75,0.491602,0.544073,0.657215,0.1
15,10,0.766266,0,0,0,0.901857,0.629802,0.234138,0.155289,2,0.0670249,0.1,0.859,0.743841,0.7,0.75,0.490963,0.547009,0.653427,0.1
16,2,0.767629,0,0,0,0.905145,0.631834,0.233073,0.105289,2,0.058922,0.1,0.86,0.739221,0.703,0.75,0.490314,0.546936,0.650646,0.1
17,2,0.76922,0,0,0,0.908431,0.63388,0.232007,0.0552887,2,0.0507534,0.1,0.861,0.736108,0.706,0.75,0.489655,0.546852,0.648859,0.1
18,5,0.770886,0,0,0,0.91272,0.635931,0.230939,0.00528868,2,0.042499,0.1,0.863,0.73448,0.706,0.75,0.488986,0.54676,0.652048,0.1
19,1,0.772474,0,0,0,0.916009,0.637987,0.229871,0,2,0.0341788,0.1,0.865,0.734324,0.706,0.75,0.488306,0.546657,0.65222,0.1
20,1,0.774087,0,0,0,0.919298,0.640047,0.228802,0,2,0.0257929,0.1,0.867,0.734324,0.706,0.75,0.487616,0.546545,0.6525,0.1
21,11,0.775701,0,0,0,0.922587,0.642113,0.227732,0,2,0.0173411,0.1,0.867,0.734324,0.706,0.75,0.486916,0.543422,0.652785,0.1
22,10,0.777317,0,0,0,0.925877,0.644185,0.22666,0,2,0.0088236,0.1,0.867,0.734324,0.706,0.75,0.486205,0.54629,0.653073,0.1
23,11,0.778933,0,0,0,0.929167,0.646261,0.225588,0,2,0.000240262,0.1,0.867,0.734324,0.706,0.75,0.485484,0.543147,0.653366,0.1
24,11,0.780551,0,0,0,0.932457,0.648342,0.224515,0,2,0,0.1,0.867,0.734324,0.706,0.75,0.484753,0.539995,0.653662,0.1
25,9,0.779603,0,0,0,0.930698,0.645163,0.22344,0.22072,1,0,0.1,0.867,0.734324,0.706,0.75,0.484038,0.539848,0.653953,0.1
26,6,0.779734,0,0,0,0.92988,0.64597,0.222365,0.17072,1,0,0.1,0.869,0.734324,0.706,0.75,0.481318,0.53969,0.654245,0.1
27,9,0.779743,0,0,0,0.929996,0.644766,0.221288,0.12072,1,0,0.1,0.869,0.734324,0.706,0.75,0.480605,0.539531,0.654534,0.1
28,1,0.780227,0,0,0,0.931042,0.64454,0.220211,0.0707195,1,0,0.1,0.871,0.734324,0.706,0.75,0.479893,0.539369,0.654823,0.1
29,10,0.781185,0,0,0,0.933016,0.645287,0.219132,0.0207195,1,0,0.1,0.871,0.734324,0.706,0.75,0.479177,0.542201,0.655114,0.1
30,6,0.783217,0,0,0,0.935921,0.650011,0.218052,0,1,0,0.1,0.873,0.734324,0.706,0.75,0.476438,0.542009,0.655414,0.1
31,4,0.784398,0,0,0,0.937712,0.652149,0.216972,0,1,0,0.1,0.87,0.734324,0.706,0.75,0.474188,0.541802,0.655718,0.1
32,11,0.78603,0,0,0,0.941004,0.654292,0.21589,0,1,0,0.1,0.87,0.734324,0.706,0.75,0.473427,0.538585,0.656027,0.1
33,10,0.787664,0,0,0,0.944296,0.65644,0.214807,0,1,0,0.1,0.87,0.734324,0.706,0.75,0.472655,0.541357,0.65634,0.1
34,5,0.7896,0,0,0,0.948591,0.658594,0.213723,0,1,0,0.1,0.872,0.734324,0.706,0.75,0.471873,0.541119,0.660657,0.1
35,8,0.791238,0,0,0,0.951887,0.660753,0.212638,0,1,0,0.1,0.872,0.734324,0.706,0.75,0.47108,0.540871,0.660978,0.1
36,5,0.793177,0,0,0,0.956185,0.662918,0.211552,0,1,0,0.1,0.874,0.734324,0.706,0.75,0.470276,0.540612,0.665304,0.1
37,6,0.79542,0,0,0,0.959484,0.668095,0.210465,0,1,0,0.1,0.876,0.734324,0.706,0.75,0.467447,0.540327,0.66564,0.1
38,5,0.797365,0,0,0,0.963787,0.670278,0.209377,0,1,0,0.1,0.878,0.734324,0.706,0.75,0.466606,0.540032,0.669981,0.1
39,9,0.799011,0,0,0,0.967089,0.672467,0.208287,0,1,0,0.1,0.878,0.734324,0.706,0.75,0.465755,0.539726,0.670326,0.1
40,6,0.801261,0,0,0,0.970392,0.677669,0.207197,0,1,0,0.1,0.88,0.734324,0.706,0.75,0.462878,0.539394,0.670681,0.1
41,1,0.802911,0,0,0,0.973695,0.679876,0.206105,0,1,0,0.1,0.882,0.734324,0.706,0.75,0.461989,0.539051,0.671041,0.1
42,9,0.804564,0,0,0,0.976998,0.68209,0.205012,0,1,0,0.1,0.882,0.734324,0.706,0.75,0.46109,0.538697,0.671405,0.1
43,4,0.805768,0,0,0,0.978802,0.684315,0.203919,0,1,0,0.1,0.879,0.734324,0.706,0.75,0.45868,0.538328,0.671774,0.1
44,10,0.807425,0,0,0,0.982106,0.686545,0.202823,0,1,0,0.1,0.879,0.734324,0.706,0.75,0.457758,0.540947,0.672147,0.1
45,1,0.809083,0,0,0,0.98541,0.688782,0.201727,0,1,0,0.1,0.881,0.734324,0.706,0.75,0.456825,0.540556,0.672524,0.1
46,8,0.810742,0,0,0,0.988714,0.691025,0.20063,0,1,0,0.1,0.881,0.734324,0.706,0.75,0.455881,0.540153,0.672906,0.1
47,4,0.811954,0,0,0,0.990519,0.693279,0.199531,0,1,0,0.1,0.878,0.734324,0.706,0.75,0.453426,0.539734,0.673293,0.1
48,6,0.814219,0,0,0,0.993824,0.698546,0.198431,0,1,0,0.1,0.88,0.734324,0.706,0.75,0.450445,0.539289,0.67369,0.1
49,8,0.815885,0,0,0,0.997129,0.70082,0.19733,0,1,0,0.1,0.88,0.734324,0.706,0.75,0.449452,0.538833,0.674092,0.1
50,5,0.817423,0,0,0,1,0.7031,0.196228,0,1,0,0.1,0.882,0.734324,0.706,0.75,0.448448,0.538365,0.678498,0.1
51,9,0.818101,0,0,0,1,0.705386,0.195124,0,1,0,0.1,0.882,0.734324,0.706,0.75,0.447432,0.537885,0.678909,0.1
52,5,0.81878,0,0,0,1,0.707679,0.19402,0,1,0,0.1,0.884,0.734324,0.706,0.75,0.446406,0.537394,0.683324,0.1
53,7,0.819461,0,0,0,1,0.709978,0.192914,0,1,0,0.1,0.886,0.734324,0.706,0.75,0.445367,0.536891,0.683744,0.1
54,6,0.820745,0,0,0,1,0.715291,0.191807,0,1,0,0.1,0.888,0.734324,0.706,0.75,0.442302,0.536362,0.684174,0.1
55,7,0.821431,0,0,0,1,0.71761,0.190698,0,1,0,0.1,0.89,0.734324,0.706,0.75,0.441226,0.53582,0.68461,0.1
56,4,0.822119,0,0,0,1,0.719941,0.189589,0,1,0,0.1,0.887,0.734324,0.706,0.75,0.438638,0.535263,0.68505,0.1
57,7,0.822809,0,0,0,1,0.722279,0.188478,0,1,0,0.1,0.889,0.734324,0.706,0.75,0.437538,0.534693,0.685494,0.1
58,6,0.824102,0,0,0,1,0.727631,0.187365,0,1,0,0.1,0.891,0.734324,0.706,0.75,0.434412,0.534096,0.685949,0.1
59,11,0.824796,0,0,0,1,0.729989,0.186252,0,1,0,0.1,0.891,0.734324,0.706,0.75,0.433273,0.530487,0.686409,0.1
60,3,0.825491,0,0,0,1,0.732348,0.185137,0,1,0,0.1,0.893,0.734324,0.706,0.75,0.434124,0.529871,0.686874,0.1
61,6,0.826788,0,0,0,1,0.73772,0.184021,0,1,0,0.1,0.895,0.734324,0.706,0.75,0.430947,0.529229,0.68735,0.1
62,3,0.827486,0,0,0,1,0.740092,0.182904,0,1,0,0.1,0.897,0.734324,0.706,0.75,0.431758,0.52858,0.68783,0.1
63,6,0.828787,0,0,0,1,0.745478,0.181785,0,1,0,0.1,0.899,0.734324,0.706,0.75,0.428543,0.527903,0.688321,0.1
64,7,0.82949,0,0,0,1,0.747871,0.180665,0,1,0,0.1,0.901,0.734324,0.706,0.75,0.427315,0.527214,0.688816,0.1
65,9,0.830194,0,0,0,1,0.750272,0.179543,0,1,0,0.1,0.901,0.734324,0.706,0.75,0.426076,0.526513,0.689317,0.1
66,7,0.830901,0,0,0,1,0.75268,0.17842,0,1,0,0.1,0.903,0.734324,0.706,0.75,0.424825,0.525798,0.689822,0.1
67,11,0.831608,0,0,0,1,0.755095,0.177296,0,1,0,0.1,0.903,0.734324,0.706,0.75,0.423561,0.522071,0.690332,0.1
68,3,0.832316,0,0,0,1,0.75751,0.176171,0,1,0,0.1,0.905,0.734324,0.706,0.75,0.424286,0.521338,0.690848,0.1
69,1,0.833026,0,0,0,1,0.759932,0.175044,0,1,0,0.1,0.907,0.734324,0.706,0.75,0.422998,0.520591,0.691367,0.1
70,1,0.833738,0,0,0,1,0.762362,0.173915,0,1,0,0.1,0.909,0.734324,0.706,0.75,0.421699,0.519832,0.691892,0.1
71,6,0.835053,0,0,0,1,0.767806,0.172786,0,1,0,0.1,0.911,0.734324,0.706,0.75,0.418372,0.519044,0.692428,0.1
72,5,0.835769,0,0,0,1,0.770258,0.171654,0,1,0,0.1,0.913,0.734324,0.706,0.75,0.417033,0.518244,0.696968,0.1
73,10,0.836488,0,0,0,1,0.772718,0.170522,0,1,0,0.1,0.913,0.734324,0.706,0.75,0.415681,0.52043,0.697514,0.1
74,4,0.837209,0,0,0,1,0.775191,0.169388,0,1,0,0.1,0.91,0.734324,0.706,0.75,0.412818,0.519599,0.698064,0.1
75,7,0.837932,0,0,0,1,0.777671,0.168252,0,1,0,0.1,0.912,0.734324,0.706,0.75,0.411442,0.518754,0.698619,0.1
76,2,0.839109,0,0,0,1,0.780168,0.167115,0,1,0,0.1,0.913,0.734324,0.709,0.75,0.410054,0.517896,0.69918,0.1
77,3,0.839836,0,0,0,1,0.782665,0.165977,0,1,0,0.1,0.915,0.734324,0.709,0.75,0.410653,0.517031,0.699745,0.1
78,9,0.840565,0,0,0,1,0.785171,0.164837,0,1,0,0.1,0.915,0.734324,0.709,0.75,0.409239,0.516152,0.700315,0.1
79,11,0.841296,0,0,0,1,0.787684,0.163696,0,1,0,0.1,0.915,0.734324,0.709,0.75,0.407813,0.51226,0.700891,0.1
80,7,0.842029,0,0,0,1,0.790205,0.162553,0,1,0,0.1,0.917,0.734324,0.709,0.75,0.406375,0.511354,0.701471,0.1
81,1,0.842764,0,0,0,1,0.792734,0.161409,0,1,0,0.1,0.919,0.734324,0.709,0.75,0.404924,0.510434,0.702057,0.1
82,2,0.843952,0,0,0,1,0.795281,0.160264,0,1,0,0.1,0.92,0.734324,0.712,0.75,0.40346,0.509501,0.702647,0.1
83,2,0.845144,0,0,0,1,0.797844,0.159116,0,1,0,0.1,0.921,0.734324,0.715,0.75,0.401984,0.508554,0.703243,0.1
84,11,0.845888,0,0,0,1,0.800415,0.157968,0,1,0,0.1,0.921,0.734324,0.715,0.75,0.400495,0.504593,0.703844,0.1
85,10,0.846634,0,0,0,1,0.802995,0.156818,0,1,0,0.1,0.921,0.734324,0.715,0.75,0.398993,0.506618,0.70445,0.1
86,9,0.847382,0,0,0,1,0.805582,0.155666,0,4,0,0.1,0.921,0.734324,0.715,0.75,0.397478,0.505628,0.705061,0.1
87,7,0.848132,0,0,0,1,0.808178,0.154513,0,4,0,0.1,0.923,0.734324,0.715,0.75,0.39595,0.504625,0.705677,0.1
88,1,0.848884,0,0,0,1,0.810783,0.153358,0,4,0,0.1,0.925,0.734324,0.715,0.75,0.394409,0.503608,0.706299,0.1
89,9,0.849637,0,0,0,1,0.813395,0.152202,0,4,0,0.1,0.925,0.734324,0.715,0.75,0.392855,0.502576,0.706926,0.1
90,10,0.850393,0,0,0,1,0.816016,0.151044,0,4,0,0.1,0.925,0.734324,0.715,0.75,0.391288,0.50453,0.707558,0.1
91,3,0.85115,0,0,0,1,0.818639,0.149884,0,4,0,0.1,0.927,0.734324,0.715,0.75,0.391708,0.503476,0.708195,0.1
92,5,0.851908,0,0,0,1,0.82127,0.148723,0,4,0,0.1,0.929,0.734324,0.715,0.75,0.390115,0.502408,0.712837,0.1
93,5,0.85103,0,0,0,1,0.823909,0.147561,0.321871,2,0,0.1,0.931,0.723401,0.715,0.75,0.388508,0.501324,0.709488,0.1
94,9,0.850395,0,0,0,1,0.826557,0.146397,0.271871,2,0,0.1,0.931,0.714088,0.715,0.75,0.386889,0.500227,0.70329,0.1
