t,action,reward,cost0,cost1,cost2,gdp_pc,cohesion,internal_conflict_risk,shock_severity,shock_type,unemployment,inflation,debt_to_gdp,democracy,education,healthcare,inequality,polarization,state_capacity,systemic_stress
1,9,0.744087,0,0,0,0.853287,0.601952,0.248949,0,0,0.172934,0.1,0.86,0.75,0.7,0.75,0.4995,0.550068,0.650204,0.1
2,8,0.745675,0,0,0,0.856575,0.603908,0.247897,0,0,0.165803,0.1,0.86,0.75,0.7,0.75,0.49899,0.550126,0.650412,0.1
3,5,0.747565,0,0,0,0.860866,0.605869,0.246845,0,0,0.158585,0.1,0.862,0.75,0.7,0.75,0.498471,0.550176,0.654623,0.1
4,1,0.749156,0,0,0,0.864157,0.607833,0.245791,0,0,0.151302,0.1,0.864,0.75,0.7,0.75,0.497941,0.550217,0.654839,0.1
5,1,0.750748,0,0,0,0.867448,0.609803,0.244736,0,0,0.143953,0.1,0.866,0.75,0.7,0.75,0.497402,0.550248,0.655059,0.1
6,2,0.752793,0,0,0,0.870739,0.611786,0.243681,0,0,0.136539,0.1,0.867,0.75,0.703,0.75,0.496853,0.55027,0.655282,0.1
7,4,0.75394,0,0,0,0.872531,0.613779,0.242624,0,0,0.129088,0.1,0.864,0.75,0.703,0.75,0.494794,0.550279,0.65551,0.1
8,9,0.755539,0,0,0,0.875822,0.615776,0.241567,0,0,0.121571,0.1,0.864,0.75,0.703,0.75,0.494225,0.550278,0.655741,0.1
9,11,0.757138,0,0,0,0.879114,0.617778,0.240509,0,0,0.113989,0.1,0.864,0.75,0.703,0.75,0.493646,0.547268,0.655977,0.1
10,7,0.758739,0,0,0,0.882406,0.619785,0.239449,0,0,0.106341,0.1,0.866,0.75,0.703,0.75,0.493058,0.547249,0.656217,0.1
11,8,0.760341,0,0,0,0.885698,0.621797,0.238389,0,0,0.0986271,0.1,0.866,0.75,0.703,0.75,0.492459,0.54722,0.65646,0.1
12,5,0.762245,0,0,0,0.889994,0.623813,0.237328,0,0,0.0908272,0.1,0.868,0.75,0.703,0.75,0.49185,0.547182,0.660708,0.1
13,5,0.764151,0,0,0,0.894292,0.625834,0.236265,0,0,0.0829414,0.1,0.87,0.75,0.703,0.75,0.491231,0.547134,0.664959,0.1
14,3,0.766657,0,0,0,0.900591,0.627852,0.235202,0,0,0.0749296,0.1,0.872,0.75,0.703,0.75,0.492601,0.547082,0.665215,0.1
15,3,0.769163,0,0,0,0.90689,0.629869,0.234138,0,0,0.0667918,0.1,0.874,0.75,0.703,0.75,0.493962,0.547027,0.665475,0.1
16,7,0.77077,0,0,0,0.910189,0.63189,0.233073,0,0,0.058588,0.1,0.876,0.75,0.703,0.75,0.493313,0.546963,0.665739,0.1
17,3,0.773277,0,0,0,0.916488,0.633909,0.232007,0,0,0.0502582,0.1,0.878,0.75,0.703,0.75,0.494653,0.546895,0.666006,0.1
18,4,0.774436,0,0,0,0.918288,0.635938,0.230939,0,0,0.0418925,0.1,0.875,0.75,0.703,0.75,0.492484,0.546812,0.666278,0.1
19,5,0.776347,0,0,0,0.922591,0.637972,0.229871,0,0,0.0334406,0.1,0.877,0.75,0.703,0.75,0.491804,0.54672,0.670554,0.1
20,7,0.77796,0,0,0,0.925893,0.640012,0.228802,0,0,0.0249228,0.1,0.879,0.75,0.703,0.75,0.491114,0.546618,0.670834,0.1
21,5,0.779875,0,0,0,0.9302,0.642056,0.227732,0,0,0.0163188,0.1,0.881,0.75,0.703,0.75,0.490414,0.546507,0.675118,0.1
