t,action,reward,cost0,cost1,cost2,gdp_pc,cohesion,internal_conflict_risk,shock_severity,shock_type,unemployment,inflation,debt_to_gdp,democracy,education,healthcare,inequality,polarization,state_capacity,systemic_stress
1,4,0.743638,0,0,0,0.851788,0.601957,0.248949,0.157985,6,0.172964,0.1,0.857,0.75,0.7,0.75,0.498,0.550063,0.650204,0.1
2,9,0.745227,0,0,0,0.855075,0.603919,0.247897,0.107985,6,0.165863,0.1,0.857,0.75,0.7,0.75,0.49749,0.550117,0.650412,0.1
3,9,0.746817,0,0,0,0.858363,0.605885,0.246845,0.0579846,6,0.158695,0.1,0.857,0.75,0.7,0.75,0.496971,0.550162,0.650624,0.1
4,11,0.748408,0,0,0,0.861651,0.607855,0.245791,0.00798456,6,0.151462,0.1,0.857,0.75,0.7,0.75,0.496441,0.547198,0.650839,0.1
5,3,0.750899,0,0,0,0.867939,0.609823,0.244736,0,6,0.144104,0.1,0.859,0.75,0.7,0.75,0.497902,0.547231,0.651059,0.1
6,3,0.75339,0,0,0,0.874227,0.611788,0.243681,0,6,0.136619,0.1,0.861,0.75,0.7,0.75,0.499353,0.547261,0.651282,0.1
7,5,0.755282,0,0,0,0.878519,0.613757,0.242624,0,6,0.129049,0.1,0.863,0.75,0.7,0.75,0.498794,0.547282,0.65551,0.1
8,3,0.757774,0,0,0,0.88481,0.615724,0.241569,0,6,0.121353,0.1,0.865,0.75,0.7,0.75,0.500225,0.547299,0.655741,0.1
9,8,0.759368,0,0,0,0.888102,0.617696,0.24051,0,6,0.113591,0.1,0.865,0.75,0.7,0.75,0.499646,0.547307,0.655977,0.1
10,11,0.760962,0,0,0,0.891394,0.619672,0.239451,0,6,0.105763,0.1,0.865,0.75,0.7,0.75,0.499058,0.544306,0.656216,0.1
11,9,0.762558,0,0,0,0.894686,0.621653,0.238391,0,6,0.0978689,0.1,0.865,0.75,0.7,0.75,0.49846,0.544296,0.656459,0.1
12,3,0.765054,0,0,0,0.900979,0.623631,0.237329,0,6,0.0898493,0.1,0.867,0.75,0.7,0.75,0.499851,0.544282,0.656707,0.1
13,3,0.767547,0,0,0,0.907271,0.625607,0.236277,0,6,0.0817039,0.1,0.869,0.75,0.7,0.75,0.501233,0.544265,0.656958,0.1
14,10,0.769143,0,0,0,0.910564,0.627588,0.235219,0,6,0.0734926,0.1,0.869,0.75,0.7,0.75,0.500605,0.547239,0.657213,0.1
15,9,0.770741,0,0,0,0.913857,0.629573,0.234154,0,6,0.0652155,0.1,0.869,0.75,0.7,0.75,0.499967,0.547203,0.657472,0.1
16,8,0.77234,0,0,0,0.91715,0.631564,0.233089,0,6,0.0568725,0.1,0.869,0.75,0.7,0.75,0.499319,0.547157,0.657735,0.1
17,10,0.77394,0,0,0,0.920443,0.633559,0.232023,0,6,0.0484636,0.1,0.869,0.75,0.7,0.75,0.498662,0.550102,0.658002,0.1
18,3,0.77644,0,0,0,0.926737,0.635552,0.230956,0,6,0.0399289,0.1,0.871,0.75,0.7,0.75,0.499994,0.550043,0.658274,0.1
19,2,0.778494,0,0,0,0.930031,0.63756,0.229888,0,6,0.0313283,0.1,0.872,0.75,0.703,0.75,0.499316,0.549975,0.658549,0.1
20,9,0.780098,0,0,0,0.933324,0.639572,0.228818,0,6,0.0226618,0.1,0.872,0.75,0.703,0.75,0.498628,0.549897,0.658828,0.1
21,10,0.781704,0,0,0,0.936619,0.641589,0.227748,0,6,0.0139294,0.1,0.872,0.75,0.703,0.75,0.49793,0.552809,0.659111,0.1
22,5,0.783612,0,0,0,0.940916,0.643611,0.226677,0,6,0.00511109,0.1,0.874,0.75,0.703,0.75,0.497222,0.552712,0.663398,0.1
23,3,0.786119,0,0,0,0.947213,0.645632,0.225605,0,6,0,0.1,0.876,0.75,0.703,0.75,0.498504,0.55261,0.66369,0.1
24,7,0.787729,0,0,0,0.950511,0.647657,0.224531,0,6,0,0.1,0.878,0.75,0.703,0.75,0.497776,0.552499,0.663985,0.1
