t,action,reward,cost0,cost1,cost2,gdp_pc,cohesion,internal_conflict_risk,shock_severity,shock_type,unemployment,inflation,debt_to_gdp,democracy,education,healthcare,inequality,polarization,state_capacity,systemic_stress
1,7,0.744087,0,0,0,0.853287,0.601952,0.248949,0,0,0.172934,0.1,0.862,0.75,0.7,0.75,0.4995,0.550068,0.650204,0.1
2,10,0.745675,0,0,0,0.856575,0.603908,0.247897,0,0,0.165803,0.1,0.862,0.75,0.7,0.75,0.49899,0.553126,0.650412,0.1
3,11,0.747264,0,0,0,0.859863,0.605869,0.246845,0,0,0.158605,0.1,0.862,0.75,0.7,0.75,0.498471,0.550176,0.650623,0.1
4,10,0.748854,0,0,0,0.863151,0.607833,0.245791,0,0,0.151342,0.1,0.862,0.75,0.7,0.75,0.497941,0.553217,0.650839,0.1
5,11,0.750445,0,0,0,0.866439,0.609803,0.244736,0,0,0.144014,0.1,0.862,0.75,0.7,0.75,0.497402,0.550248,0.651059,0.1
6,3,0.752936,0,0,0,0.872727,0.61177,0.243681,0,0,0.136559,0.1,0.864,0.75,0.7,0.75,0.498853,0.550276,0.651282,0.1
7,5,0.754829,0,0,0,0.877019,0.613741,0.242624,0,0,0.129019,0.1,0.866,0.75,0.7,0.75,0.498294,0.550296,0.65551,0.1
8,11,0.756423,0,0,0,0.88031,0.615717,0.241567,0,0,0.121413,0.1,0.866,0.75,0.7,0.75,0.497726,0.547306,0.655741,0.1
9,3,0.758917,0,0,0,0.886602,0.61769,0.240509,0,0,0.113681,0.1,0.868,0.75,0.7,0.75,0.499147,0.547312,0.655977,0.1
10,9,0.760512,0,0,0,0.889894,0.619668,0.239449,0,0,0.105883,0.1,0.868,0.75,0.7,0.75,0.498559,0.54731,0.656216,0.1
11,8,0.762108,0,0,0,0.893186,0.621651,0.238389,0,0,0.0980189,0.1,0.868,0.75,0.7,0.75,0.49796,0.547298,0.656459,0.1
12,8,0.763706,0,0,0,0.896479,0.623638,0.237328,0,0,0.0900893,0.1,0.868,0.75,0.7,0.75,0.497352,0.547277,0.656706,0.1
13,8,0.765304,0,0,0,0.899771,0.62563,0.236265,0,0,0.0820939,0.1,0.868,0.75,0.7,0.75,0.496734,0.547246,0.656958,0.1
14,11,0.766904,0,0,0,0.903064,0.627627,0.235202,0,0,0.0740326,0.1,0.868,0.75,0.7,0.75,0.496106,0.544206,0.657213,0.1
15,10,0.768505,0,0,0,0.906357,0.629629,0.234138,0,0,0.0659055,0.1,0.868,0.75,0.7,0.75,0.495468,0.547156,0.657472,0.1
16,5,0.770409,0,0,0,0.910653,0.631636,0.233073,0,0,0.0576924,0.1,0.87,0.75,0.7,0.75,0.494819,0.547097,0.661736,0.1
17,6,0.771382,0,0,0,0.911529,0.634125,0.232007,0.0828857,1,0.0494618,0.1,0.872,0.75,0.7,0.75,0.492159,0.54702,0.662004,0.1
18,5,0.772521,0,0,0,0.914316,0.634572,0.230939,0.0328857,1,0.0411755,0.1,0.874,0.75,0.7,0.75,0.491496,0.546939,0.666273,0.1
19,2,0.774277,0,0,0,0.917014,0.635984,0.229871,0,1,0.0328352,0.1,0.875,0.75,0.703,0.75,0.490826,0.54685,0.666545,0.1
20,9,0.775889,0,0,0,0.920314,0.638026,0.228802,0,1,0.024429,0.1,0.875,0.75,0.703,0.75,0.490146,0.546751,0.666821,0.1
21,9,0.777503,0,0,0,0.923614,0.640074,0.227732,0,1,0.0159567,0.1,0.875,0.75,0.703,0.75,0.489456,0.546643,0.667101,0.1
22,3,0.780016,0,0,0,0.929915,0.64212,0.22666,0,1,0.00735838,0.1,0.877,0.75,0.703,0.75,0.490756,0.54653,0.667385,0.1
23,8,0.781631,0,0,0,0.933215,0.644171,0.225588,0,1,0,0.1,0.877,0.75,0.703,0.75,0.490045,0.546408,0.667674,0.1
24,7,0.783247,0,0,0,0.936516,0.646227,0.224515,0,1,0,0.1,0.879,0.75,0.703,0.75,0.489324,0.546275,0.667966,0.1
25,3,0.785763,0,0,0,0.942817,0.648281,0.22344,0,1,0,0.1,0.881,0.75,0.703,0.75,0.490593,0.546139,0.668263,0.1
26,4,0.786932,0,0,0,0.944618,0.650345,0.222365,0,1,0,0.1,0.878,0.75,0.703,0.75,0.488352,0.545988,0.668563,0.1
27,6,0.789153,0,0,0,0.947919,0.655423,0.221288,0,1,0,0.1,0.88,0.75,0.703,0.75,0.485585,0.545812,0.668874,0.1
28,8,0.790775,0,0,0,0.951221,0.657505,0.220211,0,1,0,0.1,0.88,0.75,0.703,0.75,0.484808,0.545626,0.669189,0.1
29,5,0.7927,0,0,0,0.955526,0.659593,0.219132,0,1,0,0.1,0.882,0.75,0.703,0.75,0.484021,0.54543,0.673508,0.1
