t,action,reward,cost0,cost1,cost2,gdp_pc,cohesion,internal_conflict_risk,shock_severity,shock_type,unemployment,inflation,debt_to_gdp,democracy,education,healthcare,inequality,polarization,state_capacity,systemic_stress
1,11,0.744087,0,0,0,0.853287,0.601952,0.248949,0,0,0.172934,0.1,0.86,0.75,0.7,0.75,0.4995,0.547068,0.650204,0.1
2,8,0.745675,0,0,0,0.856575,0.603908,0.247897,0,0,0.165803,0.1,0.86,0.75,0.7,0.75,0.49899,0.547126,0.650412,0.1
3,5,0.747565,0,0,0,0.860866,0.605869,0.246845,0,0,0.158585,0.1,0.862,0.75,0.7,0.75,0.498471,0.547176,0.654623,0.1
4,11,0.749156,0,0,0,0.864157,0.607833,0.245791,0,0,0.151302,0.1,0.862,0.75,0.7,0.75,0.497941,0.544217,0.654839,0.1
5,10,0.750748,0,0,0,0.867448,0.609803,0.244736,0,0,0.143953,0.1,0.862,0.75,0.7,0.75,0.497402,0.547248,0.655059,0.1
6,5,0.752642,0,0,0,0.871742,0.611777,0.243681,0,0,0.136518,0.1,0.864,0.75,0.7,0.75,0.496853,0.54727,0.659282,0.1
7,5,0.754538,0,0,0,0.87604,0.613755,0.242624,0,0,0.128998,0.1,0.866,0.75,0.7,0.75,0.496294,0.547284,0.66351,0.1
8,1,0.756136,0,0,0,0.879337,0.615739,0.241567,0.0543978,4,0.121411,0.1,0.868,0.75,0.7,0.75,0.495726,0.547287,0.663741,0.1
9,1,0.757734,0,0,0,0.882635,0.617726,0.240509,0.00439783,4,0.113758,0.1,0.87,0.75,0.7,0.75,0.495147,0.547282,0.663977,0.1
10,6,0.759935,0,0,0,0.885933,0.622726,0.239449,0,4,0.10604,0.1,0.872,0.75,0.7,0.75,0.492543,0.547252,0.664222,0.1
11,1,0.761538,0,0,0,0.889231,0.62473,0.238389,0,4,0.0982549,0.1,0.874,0.75,0.7,0.75,0.49193,0.547213,0.664472,0.1
12,3,0.76404,0,0,0,0.89553,0.626732,0.237328,0,4,0.0903443,0.1,0.876,0.75,0.7,0.75,0.493306,0.54717,0.664725,0.1
13,9,0.765643,0,0,0,0.898828,0.628739,0.236265,0,4,0.0823678,0.1,0.876,0.75,0.7,0.75,0.492672,0.547118,0.664983,0.1
14,1,0.767248,0,0,0,0.902127,0.630751,0.235202,0,4,0.0743252,0.1,0.878,0.75,0.7,0.75,0.492029,0.547056,0.665244,0.1
15,8,0.768854,0,0,0,0.905426,0.632767,0.234138,0,4,0.0662167,0.1,0.878,0.75,0.7,0.75,0.491375,0.546985,0.66551,0.1
16,9,0.770461,0,0,0,0.908725,0.634789,0.233073,0,4,0.0580422,0.1,0.878,0.75,0.7,0.75,0.490711,0.546904,0.665779,0.1
17,10,0.772069,0,0,0,0.912024,0.636815,0.232006,0,4,0.0498017,0.1,0.878,0.75,0.7,0.75,0.490037,0.549813,0.666053,0.1
18,2,0.774131,0,0,0,0.915324,0.638856,0.230939,0,4,0.0414952,0.1,0.879,0.75,0.703,0.75,0.489353,0.549713,0.666331,0.1
19,2,0.776195,0,0,0,0.918624,0.64091,0.229871,0,4,0.0331228,0.1,0.88,0.75,0.706,0.75,0.488659,0.549602,0.666612,0.1
20,10,0.777811,0,0,0,0.921924,0.64297,0.228801,0,4,0.0246843,0.1,0.88,0.75,0.706,0.75,0.487954,0.552482,0.666898,0.1
21,1,0.779428,0,0,0,0.925224,0.645035,0.227731,0,4,0.0161798,0.1,0.882,0.75,0.706,0.75,0.487239,0.552352,0.667188,0.1
22,9,0.781046,0,0,0,0.928524,0.647105,0.226659,0.0982852,6,0.00760934,0.1,0.882,0.75,0.706,0.75,0.486514,0.552212,0.667483,0.1
23,11,0.782666,0,0,0,0.931825,0.64918,0.225587,0.0482852,6,0,0.1,0.882,0.75,0.706,0.75,0.485779,0.549062,0.667781,0.1
24,5,0.784588,0,0,0,0.936129,0.65126,0.224513,0,6,0,0.1,0.884,0.75,0.706,0.75,0.485033,0.548901,0.672083,0.1
25,3,0.78711,0,0,0,0.942433,0.653339,0.223439,0,6,0,0.1,0.886,0.75,0.706,0.75,0.486276,0.548737,0.67239,0.1
26,1,0.788733,0,0,0,0.945737,0.655423,0.222363,0,6,0,0.1,0.888,0.75,0.706,0.75,0.48551,0.548562,0.672701,0.1
27,10,0.790358,0,0,0,0.949042,0.657512,0.221287,0,6,0,0.1,0.888,0.75,0.706,0.75,0.484733,0.551377,0.673016,0.1
28,7,0.791984,0,0,0,0.952346,0.659607,0.220209,0,6,0,0.1,0.89,0.75,0.706,0.75,0.483945,0.551182,0.673335,0.1
29,8,0.793611,0,0,0,0.955651,0.661707,0.21913,0,6,0,0.1,0.89,0.75,0.706,0.75,0.483147,0.550977,0.673659,0.1
30,5,0.79554,0,0,0,0.95996,0.663813,0.21805,0,6,0,0.1,0.892,0.75,0.706,0.75,0.482338,0.550761,0.677986,0.1
31,10,0.797171,0,0,0,0.963268,0.665924,0.216969,0,6,0,0.1,0.892,0.75,0.706,0.75,0.481519,0.553535,0.678318,0.1
32,11,0.798804,0,0,0,0.966577,0.668041,0.215887,0,6,0,0.1,0.892,0.75,0.706,0.75,0.48069,0.550299,0.678654,0.1
33,4,0.799989,0,0,0,0.968386,0.670169,0.214803,0,6,0,0.1,0.889,0.75,0.706,0.75,0.47835,0.550047,0.678995,0.1
34,2,0.802077,0,0,0,0.971695,0.672311,0.213719,0,6,0,0.1,0.89,0.75,0.709,0.75,0.477499,0.549785,0.679339,0.1
35,5,0.804017,0,0,0,0.976008,0.674459,0.212633,0,6,0,0.1,0.892,0.75,0.709,0.75,0.476637,0.549512,0.683688,0.1
36,9,0.805659,0,0,0,0.97932,0.676613,0.211547,0,6,0,0.1,0.892,0.75,0.709,0.75,0.475765,0.549228,0.684041,0.1
37,3,0.808201,0,0,0,0.985633,0.678766,0.210459,0,6,0,0.1,0.894,0.75,0.709,0.75,0.476882,0.54894,0.684399,0.1
38,2,0.810297,0,0,0,0.988947,0.680933,0.20937,0,6,0,0.1,0.895,0.75,0.712,0.75,0.475988,0.548641,0.684761,0.1
39,7,0.811943,0,0,0,0.99226,0.683106,0.20828,0,6,0,0.1,0.897,0.75,0.712,0.75,0.475083,0.548331,0.685127,0.1
40,6,0.814193,0,0,0,0.995574,0.688293,0.207189,0,6,0,0.1,0.899,0.75,0.712,0.75,0.472153,0.547995,0.685503,0.1
41,5,0.816145,0,0,0,0.999891,0.690485,0.206096,0,6,0,0.1,0.901,0.75,0.712,0.75,0.471211,0.547648,0.689884,0.1
42,5,0.816836,0,0,0,1,0.692683,0.205003,0,6,0,0.1,0.903,0.75,0.712,0.75,0.470259,0.54729,0.69427,0.1
43,10,0.817496,0,0,0,1,0.694888,0.203908,0,6,0,0.1,0.903,0.75,0.712,0.75,0.469295,0.54992,0.69466,0.1
44,4,0.818158,0,0,0,1,0.697104,0.202812,0,6,0,0.1,0.9,0.75,0.712,0.75,0.466821,0.549535,0.695054,0.1
45,7,0.818822,0,0,0,1,0.699326,0.201715,0,6,0,0.1,0.902,0.75,0.712,0.75,0.465835,0.549139,0.695452,0.1
46,7,0.818468,0,0,0,0.999367,0.697406,0.200616,0.147739,1,0,0.1,0.904,0.75,0.712,0.75,0.46486,0.548744,0.695847,0.1
