t,action,reward,cost0,cost1,cost2,gdp_pc,cohesion,internal_conflict_risk,shock_severity,shock_type,unemployment,inflation,debt_to_gdp,democracy,education,healthcare,inequality,polarization,state_capacity,systemic_stress
1,6,0.744688,0,0,0,0.853287,0.604959,0.248949,0,0,0.172934,0.1,0.862,0.75,0.7,0.75,0.497485,0.550053,0.65021,0.1
2,2,0.746729,0,0,0,0.856575,0.606932,0.247897,0,0,0.165803,0.1,0.863,0.75,0.703,0.75,0.49696,0.550096,0.650424,0.1
3,11,0.748322,0,0,0,0.859863,0.608908,0.246844,0,0,0.158605,0.1,0.863,0.75,0.703,0.75,0.496426,0.54713,0.650642,0.1
4,6,0.750517,0,0,0,0.863151,0.613897,0.245791,0,0,0.151342,0.1,0.865,0.75,0.703,0.75,0.493866,0.547141,0.650869,0.1
5,11,0.752113,0,0,0,0.866439,0.61589,0.244736,0,0,0.144014,0.1,0.865,0.75,0.703,0.75,0.493297,0.544142,0.651101,0.1
6,4,0.753261,0,0,0,0.868227,0.617894,0.243681,0,0,0.136649,0.1,0.862,0.75,0.703,0.75,0.491217,0.544129,0.651337,0.1
7,11,0.75486,0,0,0,0.871516,0.619901,0.242624,0,0,0.129219,0.1,0.862,0.75,0.703,0.75,0.490628,0.541106,0.651577,0.1
8,11,0.756461,0,0,0,0.874805,0.621914,0.241566,0.107073,4,0.121723,0.1,0.862,0.75,0.703,0.75,0.490028,0.538075,0.651821,0.1
9,11,0.758063,0,0,0,0.878093,0.623931,0.240508,0.0570726,4,0.114161,0.1,0.862,0.75,0.703,0.75,0.489419,0.535033,0.652068,0.1
10,10,0.759666,0,0,0,0.881383,0.625954,0.239448,0.00707261,4,0.106533,0.1,0.862,0.75,0.703,0.75,0.488799,0.537983,0.65232,0.1
11,3,0.762169,0,0,0,0.887672,0.627973,0.238388,0,4,0.0987798,0.1,0.864,0.75,0.703,0.75,0.490169,0.537928,0.652576,0.1
12,4,0.763324,0,0,0,0.889461,0.630003,0.237327,0,4,0.0909905,0.1,0.861,0.75,0.703,0.75,0.488029,0.53786,0.652836,0.1
13,4,0.764481,0,0,0,0.891251,0.632043,0.236264,0,4,0.0831655,0.1,0.858,0.75,0.703,0.75,0.485879,0.537778,0.6531,0.1
14,8,0.76609,0,0,0,0.894541,0.634089,0.235201,0,4,0.0752747,0.1,0.858,0.75,0.703,0.75,0.485219,0.537685,0.653369,0.1
15,6,0.768301,0,0,0,0.897831,0.639146,0.234136,0,4,0.0673181,0.1,0.86,0.75,0.703,0.75,0.482534,0.537568,0.653647,0.1
16,7,0.769914,0,0,0,0.901121,0.641208,0.233071,0,4,0.0592957,0.1,0.862,0.75,0.703,0.75,0.481838,0.537441,0.653929,0.1
17,1,0.771528,0,0,0,0.904411,0.643276,0.232004,0,4,0.0512075,0.1,0.864,0.75,0.703,0.75,0.481132,0.537305,0.654216,0.1
18,2,0.773595,0,0,0,0.907702,0.645358,0.230937,0,4,0.0430534,0.1,0.865,0.75,0.706,0.75,0.480415,0.537158,0.654507,0.1
19,5,0.775514,0,0,0,0.911996,0.647445,0.229868,0,4,0.0348135,0.1,0.867,0.75,0.706,0.75,0.479689,0.537001,0.658801,0.1
20,6,0.777736,0,0,0,0.91529,0.652544,0.228798,0,4,0.0265077,0.1,0.869,0.75,0.706,0.75,0.476936,0.536819,0.659107,0.1
21,7,0.77936,0,0,0,0.918584,0.654649,0.227728,0,4,0.018136,0.1,0.871,0.75,0.706,0.75,0.476174,0.536627,0.659416,0.1
22,10,0.780984,0,0,0,0.921879,0.656759,0.226656,0,4,0.00969843,0.1,0.871,0.75,0.706,0.75,0.4754,0.539424,0.659729,0.1
23,5,0.782911,0,0,0,0.926177,0.658874,0.225583,0,4,0.0011749,0.1,0.873,0.75,0.706,0.75,0.474617,0.539211,0.664047,0.1
24,11,0.78454,0,0,0,0.929475,0.660995,0.224509,0,4,0,0.1,0.873,0.75,0.706,0.75,0.473822,0.535988,0.664369,0.1
25,3,0.787068,0,0,0,0.935773,0.663114,0.223434,0,4,0,0.1,0.875,0.75,0.706,0.75,0.475017,0.535761,0.664695,0.1
26,7,0.788698,0,0,0,0.939072,0.665239,0.222358,0,4,0,0.1,0.877,0.75,0.706,0.75,0.474202,0.535523,0.665026,0.1
27,5,0.79063,0,0,0,0.943373,0.667369,0.221281,0,4,0,0.1,0.879,0.75,0.706,0.75,0.473376,0.535274,0.669361,0.1
