t,action,reward,cost0,cost1,cost2,gdp_pc,cohesion,internal_conflict_risk,shock_severity,shock_type,unemployment,inflation,debt_to_gdp,democracy,education,healthcare,inequality,polarization,state_capacity,systemic_stress
1,1,0.744087,0,0,0,0.853287,0.601952,0.248949,0,0,0.172934,0.1,0.862,0.75,0.7,0.75,0.4995,0.550068,0.650204,0.1
2,6,0.746276,0,0,0,0.856575,0.606915,0.247897,0,0,0.165803,0.1,0.864,0.75,0.7,0.75,0.496975,0.550111,0.650418,0.1
3,2,0.748318,0,0,0,0.859863,0.608892,0.246845,0,0,0.158605,0.1,0.865,0.75,0.703,0.75,0.496441,0.550146,0.650636,0.1
4,6,0.750513,0,0,0,0.863151,0.613881,0.245791,0,0,0.151342,0.1,0.867,0.75,0.703,0.75,0.493881,0.550156,0.650863,0.1
5,10,0.752109,0,0,0,0.866439,0.615874,0.244736,0,0,0.144014,0.1,0.867,0.75,0.703,0.75,0.493312,0.553157,0.651095,0.1
6,5,0.754007,0,0,0,0.87073,0.617872,0.243681,0,0,0.136599,0.1,0.869,0.75,0.703,0.75,0.492732,0.553149,0.655331,0.1
7,9,0.755607,0,0,0,0.874022,0.619874,0.242624,0,0,0.129119,0.1,0.869,0.75,0.703,0.75,0.492143,0.553131,0.655571,0.1
8,6,0.757808,0,0,0,0.877314,0.624888,0.241566,0,0,0.121572,0.1,0.871,0.75,0.703,0.75,0.489529,0.553089,0.65582,0.1
9,8,0.759412,0,0,0,0.880605,0.626908,0.240508,0,0,0.11396,0.1,0.871,0.75,0.703,0.75,0.488904,0.553037,0.656074,0.1
10,4,0.760567,0,0,0,0.882398,0.628937,0.239448,0,0,0.106312,0.1,0.868,0.75,0.703,0.75,0.48677,0.552971,0.656332,0.1
11,1,0.762174,0,0,0,0.88569,0.630971,0.238388,0,0,0.0985985,0.1,0.87,0.75,0.703,0.75,0.486125,0.552896,0.656594,0.1
12,8,0.763781,0,0,0,0.888982,0.633011,0.237327,0,0,0.0908189,0.1,0.87,0.75,0.703,0.75,0.48547,0.552811,0.65686,0.1
13,11,0.765391,0,0,0,0.892275,0.635055,0.236264,0,0,0.0829734,0.1,0.87,0.75,0.703,0.75,0.484805,0.549716,0.65713,0.1
14,11,0.767001,0,0,0,0.895568,0.637104,0.235201,0,0,0.075062,0.1,0.87,0.75,0.703,0.75,0.48413,0.546612,0.657404,0.1
15,9,0.768613,0,0,0,0.898861,0.639158,0.234136,0,0,0.0670848,0.1,0.87,0.75,0.703,0.75,0.483444,0.546497,0.657683,0.1
16,5,0.770526,0,0,0,0.903157,0.641217,0.23307,0,0,0.0590217,0.1,0.872,0.75,0.703,0.75,0.482749,0.546373,0.661965,0.1
17,7,0.772142,0,0,0,0.906453,0.643281,0.232004,0,0,0.0508926,0.1,0.874,0.75,0.703,0.75,0.482042,0.546239,0.662252,0.1
18,4,0.773309,0,0,0,0.90825,0.645356,0.230936,0,0,0.0427276,0.1,0.871,0.75,0.703,0.75,0.479826,0.546091,0.662542,0.1
19,4,0.774479,0,0,0,0.910047,0.647442,0.229868,0,0,0.0345266,0.1,0.868,0.75,0.703,0.75,0.477599,0.545927,0.662837,0.1
20,8,0.7761,0,0,0,0.913344,0.649532,0.228798,0,0,0.0262598,0.1,0.868,0.75,0.703,0.75,0.476862,0.545754,0.663136,0.1
21,7,0.777723,0,0,0,0.916642,0.651628,0.227727,0,0,0.0179269,0.1,0.87,0.75,0.703,0.75,0.476114,0.545571,0.663439,0.1
22,6,0.779948,0,0,0,0.919939,0.656736,0.226655,0,0,0.00952815,0.1,0.872,0.75,0.703,0.75,0.473341,0.545362,0.663753,0.1
23,5,0.781876,0,0,0,0.92424,0.65885,0.225582,0,0,0.00104335,0.1,0.874,0.75,0.703,0.75,0.472558,0.545143,0.668071,0.1
24,1,0.783505,0,0,0,0.927541,0.66097,0.224508,0,0,0,0.1,0.876,0.75,0.703,0.75,0.471763,0.544914,0.668393,0.1
25,10,0.785135,0,0,0,0.930842,0.663094,0.223433,0,0,0,0.1,0.876,0.75,0.703,0.75,0.470958,0.547674,0.668719,0.1
26,3,0.787665,0,0,0,0.937144,0.665217,0.222357,0,0,0,0.1,0.878,0.75,0.703,0.75,0.472143,0.54743,0.669049,0.1
27,2,0.789749,0,0,0,0.940446,0.667355,0.22128,0,0,0,0.1,0.879,0.75,0.706,0.75,0.471317,0.547176,0.669384,0.1
28,4,0.790935,0,0,0,0.942248,0.669504,0.220201,0,0,0,0.1,0.876,0.75,0.706,0.75,0.46898,0.546906,0.669723,0.1
29,4,0.792123,0,0,0,0.94405,0.671663,0.219122,0,0,0,0.1,0.873,0.75,0.706,0.75,0.466633,0.546621,0.670066,0.1
30,10,0.793763,0,0,0,0.947353,0.673828,0.218041,0,0,0,0.1,0.873,0.75,0.706,0.75,0.465774,0.549326,0.670414,0.1
31,1,0.795405,0,0,0,0.950655,0.676,0.21696,0,0,0,0.1,0.875,0.75,0.706,0.75,0.464905,0.54902,0.670766,0.1
32,11,0.797047,0,0,0,0.953958,0.678176,0.215877,0,0,0,0.1,0.875,0.75,0.706,0.75,0.464025,0.545703,0.671122,0.1
33,5,0.798993,0,0,0,0.958265,0.680359,0.214793,0,0,0,0.1,0.877,0.75,0.706,0.75,0.463134,0.545375,0.675483,0.1
34,10,0.800639,0,0,0,0.961571,0.682547,0.213708,0,0,0,0.1,0.877,0.75,0.706,0.75,0.462233,0.548036,0.675848,0.1
35,4,0.801839,0,0,0,0.963378,0.684747,0.212621,0,0,0,0.1,0.874,0.75,0.706,0.75,0.45982,0.547682,0.676218,0.1
36,3,0.804388,0,0,0,0.969685,0.686946,0.211534,0,0,0,0.1,0.876,0.75,0.706,0.75,0.460896,0.547323,0.676591,0.1
37,10,0.806039,0,0,0,0.972993,0.68915,0.210445,0,0,0,0.1,0.876,0.75,0.706,0.75,0.459961,0.549952,0.67697,0.1
38,4,0.807242,0,0,0,0.974801,0.691366,0.209355,0,0,0,0.1,0.873,0.75,0.706,0.75,0.457516,0.549566,0.677353,0.1
39,6,0.809499,0,0,0,0.978109,0.696595,0.208264,0,0,0,0.1,0.875,0.75,0.706,0.75,0.454544,0.549154,0.677746,0.1
40,5,0.811458,0,0,0,0.98242,0.69883,0.207172,0,0,0,0.1,0.877,0.75,0.706,0.75,0.453561,0.548731,0.682143,0.1
41,5,0.813419,0,0,0,0.986734,0.701072,0.206079,0,0,0,0.1,0.879,0.75,0.706,0.75,0.452567,0.548296,0.686546,0.1
42,3,0.815981,0,0,0,0.993049,0.703313,0.204984,0,0,0,0.1,0.881,0.75,0.706,0.75,0.453561,0.547856,0.686952,0.1
43,7,0.817644,0,0,0,0.996365,0.70556,0.203888,0,0,0,0.1,0.883,0.75,0.706,0.75,0.452545,0.547404,0.687363,0.1
44,10,0.819308,0,0,0,0.99968,0.707813,0.202791,0,0,0,0.1,0.883,0.75,0.706,0.75,0.451517,0.549941,0.687779,0.1
45,3,0.820074,0,0,0,1,0.710065,0.201693,0,0,0,0.1,0.885,0.75,0.706,0.75,0.452478,0.549473,0.688199,0.1
46,11,0.820746,0,0,0,1,0.712324,0.200593,0,0,0,0.1,0.885,0.75,0.706,0.75,0.451427,0.545993,0.688624,0.1
47,7,0.821419,0,0,0,1,0.714589,0.199492,0,0,0,0.1,0.887,0.75,0.706,0.75,0.450366,0.545501,0.689053,0.1
48,5,0.81983,0,0,0,1,0.716861,0.19839,0.453032,2,0,0.1,0.889,0.734909,0.706,0.75,0.449293,0.544997,0.683028,0.1
49,8,0.818509,0,0,0,1,0.719139,0.197287,0.403032,2,0,0.1,0.889,0.721592,0.706,0.75,0.448209,0.544482,0.674183,0.1
50,2,0.817894,0,0,0,1,0.721433,0.196183,0.353032,2,0,0.1,0.89,0.709959,0.709,0.75,0.447113,0.543955,0.666474,0.1
51,5,0.817071,0,0,0,1,0.723734,0.195077,0.303032,2,0,0.1,0.892,0.699933,0.709,0.75,0.446006,0.543416,0.663821,0.1
52,8,0.817748,0,0,0,1,0.726009,0.19397,0.420428,5,0,0.1,0.892,0.699933,0.709,0.739415,0.444887,0.542866,0.664273,0.1
53,3,0.818419,0,0,0,1,0.728256,0.192861,0.370428,5,0,0.1,0.894,0.699933,0.709,0.730089,0.445757,0.542309,0.664729,0.1
54,10,0.819087,0,0,0,1,0.730486,0.191752,0.320428,5,0,0.1,0.894,0.699933,0.709,0.721976,0.444616,0.544741,0.66519,0.1
55,6,0.820353,0,0,0,1,0.735708,0.190641,0.270427,5,0,0.1,0.896,0.699933,0.709,0.715036,0.441448,0.544146,0.665662,0.1
56,7,0.821018,0,0,0,1,0.73792,0.189528,0.220427,5,0,0.1,0.898,0.699933,0.709,0.709235,0.44027,0.543539,0.666138,0.1
57,9,0.821682,0,0,0,1,0.740126,0.188415,0.170428,5,0,0.1,0.898,0.699933,0.709,0.704545,0.43908,0.54292,0.666618,0.1
58,1,0.822345,0,0,0,1,0.742327,0.1873,0.120428,5,0,0.1,0.9,0.699933,0.709,0.700942,0.43788,0.542289,0.667103,0.1
59,7,0.823009,0,0,0,1,0.744528,0.186183,0.0704275,5,0,0.1,0.902,0.699933,0.709,0.69841,0.436668,0.541646,0.667592,0.1
