t,action,reward,cost0,cost1,cost2,gdp_pc,cohesion,internal_conflict_risk,shock_severity,shock_type,unemployment,inflation,debt_to_gdp,democracy,education,healthcare,inequality,polarization,state_capacity,systemic_stress
1,9,0.744087,0,0,0,0.853287,0.601952,0.248949,0.112015,4,0.172934,0.1,0.86,0.75,0.7,0.75,0.4995,0.550068,0.650204,0.1
2,6,0.746276,0,0,0,0.856575,0.606915,0.247897,0.0620147,4,0.165803,0.1,0.862,0.75,0.7,0.75,0.496975,0.550111,0.650418,0.1
3,10,0.747867,0,0,0,0.859863,0.608883,0.246845,0.0120146,4,0.158605,0.1,0.862,0.75,0.7,0.75,0.496441,0.553146,0.650636,0.1
4,6,0.75006,0,0,0,0.863151,0.613863,0.245791,0,4,0.151342,0.1,0.864,0.75,0.7,0.75,0.493881,0.553156,0.650863,0.1
5,6,0.752255,0,0,0,0.866439,0.618854,0.244736,0,4,0.144014,0.1,0.866,0.75,0.7,0.75,0.491297,0.553142,0.651101,0.1
6,1,0.753852,0,0,0,0.869727,0.62085,0.243681,0,4,0.136619,0.1,0.868,0.75,0.7,0.75,0.490703,0.553119,0.651343,0.1
7,6,0.756052,0,0,0,0.873016,0.625858,0.242624,0,4,0.129159,0.1,0.87,0.75,0.7,0.75,0.488083,0.553071,0.651594,0.1
8,11,0.757652,0,0,0,0.876305,0.627871,0.241566,0,4,0.121633,0.1,0.87,0.75,0.7,0.75,0.487454,0.550014,0.65185,0.1
9,3,0.760153,0,0,0,0.882594,0.629882,0.240508,0,4,0.113981,0.1,0.872,0.75,0.7,0.75,0.488815,0.549953,0.65211,0.1
10,10,0.761755,0,0,0,0.885883,0.631897,0.239448,0.0935483,4,0.106263,0.1,0.872,0.75,0.7,0.75,0.488165,0.552882,0.652374,0.1
11,1,0.763357,0,0,0,0.889172,0.633917,0.238388,0.0435483,4,0.0984798,0.1,0.874,0.75,0.7,0.75,0.487506,0.552802,0.652641,0.1
12,5,0.765263,0,0,0,0.893464,0.635943,0.237326,0,4,0.0906105,0.1,0.876,0.75,0.7,0.75,0.486836,0.552713,0.656913,0.1
13,11,0.766869,0,0,0,0.896757,0.637973,0.236264,0,4,0.0826753,0.1,0.876,0.75,0.7,0.75,0.486157,0.549613,0.657189,0.1
14,1,0.768477,0,0,0,0.90005,0.640008,0.2352,0,4,0.0746743,0.1,0.878,0.75,0.7,0.75,0.485467,0.549504,0.657469,0.1
15,3,0.770984,0,0,0,0.906343,0.642041,0.234135,0,4,0.0665475,0.1,0.88,0.75,0.7,0.75,0.486767,0.549391,0.657753,0.1
16,1,0.772593,0,0,0,0.909636,0.64408,0.23307,0,4,0.0583548,0.1,0.882,0.75,0.7,0.75,0.486056,0.549268,0.658042,0.1
17,5,0.774504,0,0,0,0.913933,0.646123,0.232003,0,4,0.0500761,0.1,0.884,0.75,0.7,0.75,0.485336,0.549135,0.662334,0.1
18,9,0.776116,0,0,0,0.91723,0.648172,0.230935,0,4,0.0417315,0.1,0.884,0.75,0.7,0.75,0.484605,0.548993,0.66263,0.1
19,9,0.77773,0,0,0,0.920527,0.650225,0.229866,0,4,0.033321,0.1,0.884,0.75,0.7,0.75,0.483865,0.54884,0.662931,0.1
20,4,0.778896,0,0,0,0.922324,0.65229,0.228797,0,4,0.0248745,0.1,0.881,0.75,0.7,0.75,0.481613,0.548673,0.663235,0.1
21,9,0.780513,0,0,0,0.925621,0.65436,0.227726,0,4,0.0163621,0.1,0.881,0.75,0.7,0.75,0.480852,0.548495,0.663544,0.1
22,1,0.782132,0,0,0,0.928919,0.656435,0.226654,0,4,0.00778369,0.1,0.883,0.75,0.7,0.75,0.48008,0.548308,0.663857,0.1
23,10,0.783752,0,0,0,0.932217,0.658516,0.225581,0,4,0,0.1,0.883,0.75,0.7,0.75,0.479298,0.55111,0.664174,0.1
